CNS,Situação,Nome,UF,Município,Endereço,Bairro,CEP,Column
61796,Ativo,SEGUNDO SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,DOURADOS,"AVENIDA WEIMAR GONÇALVES TORRES, Nº 305",JARDIM CLÍMAX,79820080,
61804,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,PONTA PORA,"AVENIDA BRASIL, 2974",CENTRO,79904670,
61812,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,CASSILANDIA,"RUA AMIN JOSÉ, Nº355",CENTRO,79540000,
61820,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,JARDIM,"AVENIDA DUQUE DE CAXIAS, 842",CENTRO,79240000,
61838,Ativo,3º SERVIÇO DE REGISTRO CIVIL DA 3ª CIRCUNSCRIÇÃO,MS,CAMPO GRANDE,"AV. JÚLIO DE CASTILHO, 2375 - 1º ANDAR",SANTO ANTÔNIO,79100005,
61937,Inativo,2.º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,AMAMBAI,"RUA DA REPÚBLICA, 3023",CENTRO,79990000,
61952,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,BANDEIRANTES,"AV. VEREADOR ROGÉRIO FRANCISCO SANTANA, 244",CENTRO,79430000,
61960,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE CRISTALINA,MS,CAARAPO,"RUA DOM PEDRO II, 187",CENTRO,79944000,
61978,Ativo,2.º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,CAMAPUA,"RUA PEDRO CELESTINO, 807",CENTRO,79420000,
62000,Ativo,9º SERVIÇO NOTARIAL E DE REGISTRO CIVIL - 2ª CIRCUNSCRIÇÃO,MS,CAMPO GRANDE,"AV. JOÃO ROSA PIRES, 938",AMAMBAÍ,79008050,
62018,Ativo,"SERVIÇO DE REGISTRO DE IMÓVEIS, DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS E DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",MS,CAMAPUA,"RUA PEDRO CELESTINO, 584",CENTRO,79420000,
62034,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,GLORIA DE DOURADOS,"AV. PRES. GETÚLIO VARGAS, 1.398",CENTRO,79730000,
62042,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,CORUMBA,"RUA DELAMARE, 1354",CENTRO,79330040,
62059,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,BONITO,"RUA LUIZ DA COSTA LEITE, 2338",CENTRO,79290000,
62067,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE ARAPUÁ,MS,TRES LAGOAS,"RUA AFONSO TRANNIN,765",ARAPUÁ,79654000,
62075,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE BODOQUENA,MS,BODOQUENA,"RUA 13 DE MAIO, N. 183",CENTRO,79390000,
62083,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,NIOAQUE,"RUA XV DE NOVEMBRO, 1041",CENTRO,79220000,
62091,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,PORTO MURTINHO,"AVENIDA RIO BRANCO, Nº 123",CENTRO,79280000,
62109,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS.,MS,FATIMA DO SUL,AV. EMANUEL PINHEIRO N. 837,CULTURAMA,79702000,
62117,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,RIBAS DO RIO PARDO,"RUA CONCEIÇÃO DO RIO PARDO, 2017",CENTRO,79180000,
62125,Inativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE IPEZAL,MS,ANGELICA,AVENIDA PRESIDENTE VARGAS Nº 65,CENTRO,79787000,
62133,Ativo,TABELIAO DE NOTAS E DE REGISTRO CIVIL DE ANTONIO JOÃO MS,MS,ANTONIO JOAO,"AVENIDA EUGÊNIO PENZO, Nº 390",CENTRO,79910000,
62141,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,CARACOL,"AVENIDA BRASIL, 559",CENTRO,79270000,
62158,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,PARANAIBA,RUA; VISCONDE DE TAUNAY Nº 1045,CENTRO,79500000,
62166,Ativo,PRIMEIRO SERVIÇO NOTARIAL E REGISTRAL DE TAQUARUSSU/MS,MS,TAQUARUSSU,"AVENIDA GETÚLIO VARGAS, 83",CENTRO,79765000,
62174,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,IGUATEMI,"AV. JARDELINO JOSÉ MOREIRA, 1095",CENTRO,79960000,
62182,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,SETE QUEDAS,RUA MONTEIRO LOBATO - 299,CENTRO,79935000,
62190,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE TACURU,MS,TACURU,RUA LUIZ DE PAULA N. 576,CENTRO,79975000,
62208,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,DOIS IRMAOS DO BURITI,"RUA CASSIANO MARTINS DE SOUZA, 1080",CENTRO,79215000,
62216,Ativo,SERVICO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE ALCINOPOLIS,MS,ALCINÓPOLIS,"RUA FREI GILBERTO JOSÉ MOTTER, 200",CENTRO,79530000,
62224,Inativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE SÃO JOÃO DO APORÉ MS,MS,PARANAIBA,RUA NARBAL SILVEIRA S/N,SÃO JOÃO DO APORÉ,79512000,
62232,Inativo,"CARTÓRIO DE REGISTRO CIVIL, TÍTULOS E DOCUMENTOS E PESSOAS JURÍDICAS",MS,IVINHEMA,"AVENIDA REYNALDO MASSI, Nº 2.340",GUIRAY,79740000,
62315,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE SANGA PUITÃ,MS,PONTA PORA,"AV. DOURADOS, 182",SANGA PUITÃ,79909000,
62323,Ativo,TABELIONATO VISTA ALEGRE NOTAS E REGISTRO CIVIL,MS,MARACAJU,"AVENIDA CORONEL FRANCISCO ALVES, S/Nº",CENTRO,79150000,
62331,Ativo,CARTÓRIO DISTRITAL DE PIRAPUTANGA,MS,AQUIDAUANA,RUA: LÍBERO BADARÓ,CENTRO,79204000,
62349,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,IVINHEMA,"AVENIDA REYNALDO MASSI, Nº 2.340",GUIRAY,79740000,
62356,Ativo,1º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,BRASILÂNDIA,ALAMEDA PROFESSOR ARTHUR HOFFIG 781,CENTRO,79670000,
62372,Ativo,"SERVIÇO DE REGISTRO DE IMÓVEIS, DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS E DE TABELIONATO DE PROTESTO DE TÍTULOS",MS,DEODAPOLIS,"PRAÇA BOA VISTA, Nº 80",CENTRO,38800000,
62406,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,MS,CAARAPO,"AV. BARÃO DO RIO BRANCO, 787",CENTRO,79940000,
62422,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,BELA VISTA,"RUA BARÃO DO LADÁRIO, N.º 1.721",CENTRO,79260000,
62430,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,TRES LAGOAS,"AV. ANTONIO TRAJANO DOS SANTOS, Nº 571",CENTRO,79601000,
62448,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE NOVA ANDRADINA- MS.,MS,NOVA ANDRADINA,"RUA WALTER HUBACHER, 1439",CENTRO,79750000,
62505,Ativo,CARTORIO DO 2º OFÍCIO SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,ÁGUA CLARA,RUA RODOLFO JOSÉ BASTOS JUNIOR Nº 10,CENTRO,79680000,
62513,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE ANHANDUI-CAMPO GRANDE,MS,CAMPO GRANDE,RUA VIA LATERAL Nº 2729 - A,CENTRO,79125000,
62521,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,NAVIRAI,AV:WEIMAR GONÇALVES TORRES 329,CENTRO,79950000,
62547,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DO DISTRITO DE LAGOA BONITA,MS,DEODAPOLIS,"AVENIDA NORVINA FERNANDES DE ALENCAR, Nº 612",CENTRO,79792000,
62554,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,PEDRO GOMES,"RUA BAHIA, 680",CENTRO,79410000,
62562,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,COSTA RICA,"RUA HIPOLITO PEREIRA RAMOS, 260",CENTRO,79550000,
62570,Ativo,SERVIÇO NOTARIAL  E DE REGISTRO CIVIL DE LAGUNA CARAPÃ,MS,LAGUNA CARAPA,"RUA LIDIO VILHALBA ESPINDOLA, 721",CENTRO,79920000,
62596,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE JAPORÃ,MS,JAPORA,AV. DEPUTADO FERNANDO SALDANHA 851,CENTRO,79985000,
62604,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE JATEI,MS,JATEI,"AVENIDA WEIMAR GONÇALVES TORRES, 539",CENTRO,79720000,
62612,Ativo,SERVIÇO DE REGISTRO DE IMÓVEIS E CIVIL DAS PESSOAS NATURAIS DE INTERDIÇÕES E TUTELAS,MS,MARACAJU,"RUA ONZE DE JUNHO, Nº  578",CENTRO,79150000,
62620,Ativo,CARTÓRIO DE INDÁPOLIS,MS,DOURADOS,AV. DOM BOSCO S/N.,CENTRO,79868000,
62646,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE DOURADINA,MS,DOURADINA,"RUA JOÃO GOMES DE LIRA, 1007",CENTRO,79880000,
62653,Ativo,DOURADINA CARTÓRIO DE PAZ E ANEXOS,MS,ITAPORA,EM BRANCO,CENTRO,79880000,
62679,Ativo,ITAHUM - CARTÓRIO DE REGISTRO CIVIL E ANEXOS,MS,DOURADOS,"RUA CORONEL TIBURCIO, Nº 2015",CENTRO,79864000,
62687,Ativo,JUTÍ TABELIONATO DE NOTAS E REGISTRO CIVIL,MS,JUTI,"AVENIDA GABRIEL DE OLIVEIRA, 1419",CENTRO,79955000,
62695,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,MS,MUNDO NOVO,"AV. ADJALMO SALDANHA, NÚMERO 865",BERNECK,79980000,
62703,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,ITAPORA,"RUA PEDRO CELESTINO CORREA DA COSTA ,Nº380",CENTRO,79890000,
62711,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,ANAURILÂNDIA,"AVENIDA BRASIL, 1109",CENTRO,79770000,
62786,Ativo,1º SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,NOVA ALVORADA DO SUL,"RUA DUAIR JOÃO DE BARCELOS, 329, SALA 02",CENTRO,79140000,
62802,Inativo,REGISTRO CIVIL DAS PESSOAS NATURAIS DE CAMISÃO,MS,AQUIDAUANA,RUA CARLOS AUGUSTO PERDIGÃO S/N,CENTRO,79202000,
62810,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE ARAL MOREIRA,MS,ARAL MOREIRA,"RUA 31 DE MARÇO, N. 916",CENTRO,79930000,
62828,Ativo,CARTÓRIO MEDEIROS - SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA COMARCA DE ANASTÁCIO-MS,MS,ANASTÁCIO,"RUA JOÃO CÂNCIO ALVES, 318",CENTRO,79210000,
62836,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE FIGUEIRÃO,MS,FIGUEIRÃO,"AV. MOISÉS GALVÃO, 804",CENTRO,79428000,
62844,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,PARANHOS,"AV. ALBERTO RATIER, 2080",CENTRO,79925000,
62851,Inativo,REGISTRO CIVIL TAUNAY,MS,AQUIDAUANA,RUA DOM PEDRO II S/N,CENTRO,79206000,
62893,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,RIO BRILHANTE,"RUA DR. BOAVENTURA, 968",CENTRO,79130000,
62901,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA 1ª CIRCUNSCRIÇÃO,MS,CAMPO GRANDE,"RUA QUINZE DE NOVEMBRO, 940 - CENTRO",CENTRO,79002141,
62919,Ativo,REGISTRO DE IMÓVEIS E ANEXOS DE COXIM-MS,MS,COXIM,"RUA FILINTO MULLER, 280",CENTRO,79400000,
62927,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,MS,MIRANDA,AVENIDA AFONSO PENA N.117,CENTRO,79380000,
62935,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,MS,BATAGUASSU,"AVENIDA DIAS BARROSO, Nº 155",CENTRO,79780000,
62943,Ativo,CARTÓRIO GÓIS - TABELIONATO DE NOTAS E OFÍCIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE SELVÍRIA-MS,MS,SELVIRIA,"RUA VEREADOR ISAC LALUCE, Nº 915",CENTRO,79590000,
62950,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MS,INOCENCIA,"AVENIDA TRÊS LAGOAS, Nº. 364",JARDIM BOM JESUS,79580000,
62984,Ativo,CARTÓRIO CORREIA DE MELO,MS,CORONEL SAPUCAIA,RUA: BATISTA TERRA N° 59,CENTRO,79995000,
62992,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,BATAYPORÃ,"RUA JOSÉ ANTONIO MORÃO, 1489",CENTRO,79760000,
63008,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE LADÁRIO,MS,LADARIO,"AVENIDA 14 DE MARÇO, 704",CENTRO,79370000,
63016,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,CHAPADAO DO SUL,"AVENIDA QUATRO, 660",CENTRO,79560000,
63024,Inativo,"SERVIÇO NOTARIAL, DE REGISTRO CIVIL DAS PESSOAS NATURAIS, DE REGISTRO DE IMÓVEIS, TÍTULOS E DOCUMENTO E CIVIL DAS PESSOAS JURÍDICAS E TABELIONATO DE PROTESTO",MS,TERENOS,"RUA DR. FERNANDO CORRÊA DA COSTA, 183",CENTRO,79190000,
63032,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE PANAMBI,MS,DOURADOS,RUA JOSÉ FRANCISCO DA CRUZ S/N°,CENTRO,79876000,
63040,Ativo,SERVIÇO NOTARIAL  E DE REGISTRO CIVIL DE VICENTINA,MS,VICENTINA,"AVENIDA PADRE JOSÉ DANIEL, 1060",CENTRO,79710000,
63057,Ativo,"SERVIÇO DE REGISTRO DE IMÓVEIS, DE TÍTULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURÍDICAS E CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS",MS,PORTO MURTINHO,"RUA DR. CORRÊA, N.º 448",CENTRO,79280000,
63073,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE GUIA LOPES DA LAGUNA,MS,GUIA LOPES DA LAGUNA,"AVENIDA VINCONDE DE TAUNAY, Nº 1.515",CENTRO,79230000,
63081,Ativo,SERVIÇO NOTARIAL E REGISTRO CIVIL DO DISTRITO DE AREADO,MS,SAO GABRIEL DO OESTE,"AV. GETÚLIO VARGAS, 943",CENTRO,79490000,
63099,Ativo,ANGELICA SERVIÇO NOTARIAL E REGISTRO CIVIL PESSOAS NATURAIS,MS,ANGELICA,"AVENIDA ESMÊNIA DA SILVA MARTINS, 786",ESPLANADA,79785000,
63107,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,RIO NEGRO,"RUA MASSATO MATSUBARA, 170",CENTRO,79470000,
63198,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE JARAGUARI,MS,JARAGUARI,RUA ORLANDO NOGUEIRA Nº 400,CENTRO,79440000,
63206,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE VILA SÃO PEDRO,MS,DOURADOS,RUA PRINCIPAL,CENTRO,79862000,
63214,Ativo,2º SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,RIO VERDE DE MATO GROSSO,"RUA JOAQUIM MURTINHO, Nº 741",CENTRO,79480000,
63222,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE CORGUINHO,MS,CORGUINHO,"AVENIDA PAULO VIEIRA BARBOSA, 221",CENTRO,79460000,
63230,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE NOVO HORIZONTE DO SUL,MS,NOVO HORIZONTE DO SUL,AV. MARCOS FREIRE Nº 677,CENTRO,79745000,
63248,Ativo,SERVIÇO NOTARIAL E DE REGISTRO CIVIL,MS,APARECIDA DO TABOADO,"RUA PRESIDENTE DUTRA, 4364",CENTRO,79570000,
63586,Ativo,CARTÓRIO DO 2º OFÍCIO DE MARCELÂNCIA/MT,MT,MARCELANDIA,RUA JOAO BIONDARO 689,CENTRO,78535000,
63594,Ativo,CARTÓRIO DO 2º OFÍCIO DE JAURU,MT,JAURU,"AVENIDA SANTOS DUMONT, N.º 358",CENTRO,78255000,
63602,Ativo,CARTÓRIO DO 2º OFICIO DE CANARANA,MT,CANARANA,"AVENIDA SANTA CATARINA, 122",CENTRO,78640000,
63610,Ativo,CARTÓRIO DO 2º OFÍCIO DE VILA RICA,MT,VILA RICA,"AV. PERIMETRAL SUL, Nº552",INCONFIDENTES,78645000,
63628,Ativo,CARTÓRIO DO 2º OFÍCIO DE DOM AQUINO,MT,DOM AQUINO,"RUA MARECHAL DEODORO, 46-A",CENTRO,78830000,
63636,Ativo,CARTÓRIO 2º OFÍCIO DE ÁPIACAS,MT,APIACAS,AVENIDA GOVERNADOR DANTE MARTINS DE OLIVEIRA Nº 431,CENTRO,78595000,
63644,Ativo,CARTÓRIO DO 2º OFICIO DE NOVA XAVANTINA,MT,NOVA XAVANTINA,"RUA SANTO ÂNGELO, N.º 36",CENTRO,78690000,
63651,Ativo,CARTÓRIO DO 2º OFICIO DE SINOP,MT,SINOP,"RUA DAS NOGUEIRAS, 629",CENTRO,78550226,
63669,Ativo,CARTÓRIO DE PAZ E NOTAS DE ALTO PARAGUAI/MT,MT,ALTO PARAGUAI,"RUA JOAQUIM MURTINHO, 396",CENTRO,78410000,
63685,Ativo,CARTÓRIO DO 2º DE ÁGUA BOA - MT,MT,ÁGUA BOA,"RUA 06, Nº 371",CENTRO,78635000,
63693,Ativo,2º SERVIÇO NOTARIAL E REGISTRAL DE NORTELANDIA - MT,MT,NORTELANDIA,"RUA ENOC ALVES BANDEIRA, Nº 1159",CENTRO,78430000,
63701,Ativo,CARTÓRIO DO 2º DE PORTO ALEGRE DO NORTE,MT,PORTO ALEGRE DO NORTE,"AVENIDA BETUMARCO, N.º 1430",CENTRO,78655000,
63719,Ativo,CARTÓRIO DO 2º DE JUÍNA,MT,JUINA,AV. MATO GROSSO Nº 304 N,CENTRO,78320000,
63727,Ativo,CARTÓRIO DO 2 º OFÍCIO DE PEDRA PRETA,MT,PEDRA PRETA,"AV. FREI SERVÁCIO, 457",CENTRO,78795000,
63735,Ativo,CARTÓRIO DO 2º OFÍCIO DE POXORÉU/MT,MT,POXOREO,AVENIDA BRASIL,CENTRO,78800000,
63743,Ativo,CARTÓRIO DE PAZ E NOTAS DE CONFRESA,MT,CONFRESA,"AVENIDA CENTRO OESTE ,26",CENTRO,78652000,
63750,Ativo,CARTÓRIO DO 3º OFÍCIO DE CUIABÁ,MT,CUIABA,RUA BARÃO DE MELGAÇO Nº 3758,CENTRO,78005300,
63800,Ativo,CARTÓRIO 2° OFICIO DE BARRA DO GARÇAS,MT,BARRA DO GARCAS,RUA JOSE PEDRO 88,CENTRO,78600000,
63818,Ativo,CARTÓRIO DO 2º OFÍCIO DE CAMPO NOVO DO PARECIS,MT,CAMPO NOVO DO PARECIS,"RUA BAHIA , ESQ. COM A RIO BRANCO, 989 - NE",CENTRO,78360000,
63826,Ativo,CARTORIO DO 2º OFICIO DE BRASNORTE,MT,BRASNORTE,AV. SENADOR JULIO CAMPOS Nº 1050,CENTRO,78350000,
63834,Ativo,CARTÓRIO DO 2º OFÍCIO DE NOVO SÃO JOAQUIM,MT,NOVO SAO JOAQUIM,"RUA JOVENTINA MARIA DE JESUS, Nº 121/A",CENTRO,78625000,
63842,Ativo,CARTÓRIO 2º OFÍCIO DA COMARCA DE COLNIZA,MT,COLNIZA,"RUA CLARINDO SANCHES , 22",VERDAM,78335000,
63867,Ativo,CARTÓRIO DO 2º OFÍCIO DE ALTA FLORESTA,MT,ALTA FLORESTA,AVENIDA ARIOSTO DA RIVA Nº 3385,CENTRO,78580000,
63891,Ativo,CARTÓRIO DE 2º OFICIO DE COMODORO/MT,MT,COMODORO,RUA RIO GRANDE DO SUL-279-E,CENTRO,78310000,
63909,Ativo,CARTÓRIO DE PAZ E NOTAS DE SANTO AFONSO,MT,SANTO AFONSO,"RUA DEPUTADO MURILO DOMINGOS, 399",CENTRO,78425000,
63917,Ativo,CARTÓRIO DO 2º OFÍCIO DE GUIRATINGA-MT,MT,GUIRATINGA,"RUA JOÃO PESSOA, 1008",CENTRO,78760000,
63925,Ativo,CARTORIO DISTRITAL DE VILA OPERÁRIA,MT,RONDONOPOLIS,"AVENIDA CASTELO BRANCO, N. 215",VILA OPERÁRIA,78720630,
63933,Ativo,CARTÓRIO DE NOTAS REGISTRO CIVIL E PAZ,MT,ACORIZAL,"AV. GOV. DANTE MARTINS DE OLIVEIRA, S/N, JD DAS ACACIAS",CENTRO,78480000,
63941,Ativo,CARTÓRIO DE PAZ E NOTAS DE VALE RICO,MT,GUIRATINGA,"RUA JOÃO PESSOA, 1008   SALA II",CENTRO,78760000,
63958,Ativo,CARTORIO 2º OFÍCIO DE TAPURAH,MT,TAPURAH,"AVENIDA ROMUALDO ALLIEVI, Nº: 1.589",CENTRO,78573000,
63966,Inativo,CARTÓRIO DE PAZ E NOTAS DE ENGENHO,MT,ACORIZAL,"RUA 01, N° 05",NOVA ACORIZAL,78480000,
63974,Ativo,CARTÓRIO DE PAZ E NOTAS DE MIMOSO,MT,SANTO ANTONIO DO LEVERGER,"RODOVIA PALMIRO PAES DE BARROS, 496",LAJE,78180000,
63982,Inativo,CARTORIO DE PAZ E NOTAS DISTRITO DE ENGENHO VELHO,MT,SANTO ANTONIO DO LEVERGER,"RODOVIA PALMIRO PAES DE BARROS, S/N",LAJE,78180000,
63990,Ativo,CARTORIO DE PAZ E NOTAS DE RIBEIRÃOZINHO/MT,MT,RIBEIRAOZINHO,"RUA BARÃO DE MELGAÇO, 334",CENTRO,78613000,
64022,Ativo,CARTORIO DE PAZ E NOTAS DE NOVA GUARITA,MT,NOVA GUARITA,AVENIDA DOS MIGRANTES,CENTRO,78508000,
64030,Ativo,CARTÓRIO DO 2º OFICIO DE CAMPINÁPOLIS,MT,CAMPINAPOLIS,AV VIENTEJOSEE OLIVEIRA N° 1480,CENTRO,78630000,
64048,Ativo,CARTÓRIO DE PAZ E NOTAS DE JURUENA/MT,MT,JURUENA,"AV. 04 DE JULHO, 03-A",CENTRO,78340000,
64055,Ativo,REGISTRO CIVIL DE PESSOAS NATURAIS E NOTAS,MT,NOSSA SENHORA DO LIVRAMENTO,"RUA MANOEL FELIX, S/N.",CENTRO,78170000,
64063,Ativo,CARTÓRIO DE PAZ E NOTAS DE NOSSA SENHORA DA GUIA,MT,CUIABA,"RUA VICENTE DE FIGUEIREDO, 430",CENTRO,78104000,
64071,Ativo,CARTÓRIO DE PAZ E NOTAS DE COCALINHO,MT,COCALINHO,RUA VILMAR ALVES FERREIRA Nº149,CENTRO,78680000,
64089,Ativo,CARTORIO DE PAZ E NOTAS DE NOVA BANDEIRANTES,MT,NOVA BANDEIRANTES,"AV. COMENDADOR LUIZ MENEGHEL, 584",CENTRO,78565000,
64097,Ativo,CARTÓRIO DO 2º OFÍCIO DE ARIPUANÃ,MT,ARIPUANA,"AV. PADRE EZEQUIEL RAMIN, 426",CENTRO,78325000,
64113,Ativo,CARTÓRIO DO 2º OFÍCIO DE NOVA MONTE VERDE,MT,NOVA MONTE VERDE,AV. MATO GROSSO N° 35,CENTRO,78593000,
64121,Ativo,CARTORIO DO 2º OFÍCIO DE SÃO JOSÉ DOS QUATRO MARCOS,MT,SAO JOSE DOS QUATRO MARCOS,"AV. DR. GUILHERME P. CARDOSO,663",CENTRO,78285000,
64139,Ativo,´CARTÓRIO DO 2º OFICIO DE ALTO ARAGUAIA,MT,ALTO ARAGUAIA,AV. JERONIMO SAMITA MAIA Nº 510,CENTRO,78780000,
64303,Ativo,CARTÓRIO DO 2º OFICIO DE SANTO ANTONIO DE LEVERGER/MT,MT,SANTO ANTONIO DO LEVERGER,"RODOVIA PALMIRO PAES DE BARROS, 496",LAJE,78180000,
64311,Ativo,CARTÓRIO DO 2º OFICIO DE CANABRAVA DO NORTE,MT,CANABRAVA DO NORTE,RUA ARAGUAIA S/Nº,CENTRO,78658000,
64329,Ativo,CARTORIO DO 2° OFICIO DE POCONÉ,MT,POCONE,"PRAÇA DA MATRIZ, 383",CENTRO,78175000,
64337,Ativo,CARTÓRIO DO 2º OFICIO DE PORTO DOS GAÚCHOS,MT,PORTO DOS GAUCHOS,AV. GUILHERME MEYER 1050,CENTRO,78560000,
64345,Ativo,CARTORIO DO 2º OFICIO MIRASSOL D OESTE,MT,MIRASSOL D'OESTE,RUA ANTONIO MARTINS DA COSTA Nº 480,CENTRO,78280000,
64352,Ativo,CARTÓRIO DO 2º OFÍCIO DE SÃO JOSÉ DO RIO CLARO,MT,SAO JOSE DO RIO CLARO,"AV. MATO GROSSO, Nº 99",CENTRO,78435000,
64360,Ativo,CARTÓRIO DO 2º OFÍCIO DE ITIQUIRA,MT,ITIQUIRA,"RUA FERNANDO CORREA DA COSTA, 376",CENTRO,78790000,
64378,Ativo,CARTÓRIO DO 2º OFICIO DE SAPEZAL,MT,SAPEZAL,"AV JAU, 1.380-B",CENTRO,78365000,
64386,Ativo,CARTORIO DO 2º OFICIO NOBRES,MT,NOBRES,"RUA BAHIA, 498",SÃO JOSÉ,78460000,
64394,Ativo,CARTÓRIO DO 2º OFÍCIO DE FELIZ NATAL,MT,FELIZ NATAL,AVENIDA MARAVILHA,CENTRO,78885000,
64402,Ativo,CARTÓRIO DO 2º OFÍCIO DE JACIARA,MT,JACIARA,"RUA GUAICURUS, 990",CENTRO,78820000,
64410,Ativo,2º OFÍCIO DE QUERÊNCIA,MT,QUERENCIA,"AVENIDA NORTE, 1.180",SETOR NOVA QUERÊNCIA,78643000,
